2026-02-10 16:33:56.546 | INFO     | negociador:__init__:228 - Logs guardados en /home/hlocal/Documents/pln/pln/app/logs/AmarNoEsDelito.log
2026-02-10 16:54:34.393 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para tung tung tung sahur
2026-02-10 16:54:34.393 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para ardilla feroz
2026-02-10 16:54:34.393 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:54:34.394 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:54:34.394 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:54:34.394 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:54:34.394 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:54:34.395 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:54:34.395 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache gallardo
2026-02-10 16:54:34.395 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (5.9s) — esperando 9s para recibir respuestas
2026-02-10 16:55:13.557 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:55:13.558 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:55:13.558 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:55:13.558 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:55:13.559 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:55:13.560 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:55:13.561 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:55:13.561 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:55:13.561 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:55:13.561 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:55:13.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:55:13.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:55:13.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:55:13.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache gallardo', 'ip': '147.96.84.141'} -> mapache gallardo
2026-02-10 16:55:13.563 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:55:13.565 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:55:13.566 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:55:13.567 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para garibaldi
2026-02-10 16:55:13.568 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para trilobite
2026-02-10 16:55:13.569 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para burrito sabanero
2026-02-10 16:55:13.570 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para LOS ELEGIDOS
2026-02-10 16:55:13.571 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para tung tung tung sahur
2026-02-10 16:55:13.572 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para ardilla feroz
2026-02-10 16:55:13.573 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:55:13.574 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:55:13.575 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:55:13.575 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:55:13.576 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:55:13.576 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:55:13.577 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache gallardo
2026-02-10 16:55:13.577 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (0.0s) — esperando 15s para recibir respuestas
2026-02-10 16:55:58.560 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:55:58.560 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:55:58.561 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:55:58.561 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:55:58.562 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:55:58.563 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:55:58.563 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache gallardo', 'ip': '147.96.84.141'} -> mapache gallardo
2026-02-10 16:55:58.563 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:55:58.565 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:55:58.566 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:55:58.566 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para garibaldi
2026-02-10 16:55:58.567 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para trilobite
2026-02-10 16:55:58.568 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para burrito sabanero
2026-02-10 16:55:58.569 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para LOS ELEGIDOS
2026-02-10 16:55:58.570 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para tung tung tung sahur
2026-02-10 16:55:58.571 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para ardilla feroz
2026-02-10 16:55:58.571 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:55:58.572 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:55:58.573 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:55:58.573 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:55:58.574 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:55:58.575 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:55:58.575 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache gallardo
2026-02-10 16:55:58.576 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (0.0s) — esperando 15s para recibir respuestas
2026-02-10 16:56:43.564 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:56:43.565 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:56:43.566 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:56:43.566 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:56:43.566 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:56:43.566 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:56:43.566 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache gallardo', 'ip': '147.96.84.141'} -> mapache gallardo
2026-02-10 16:56:43.566 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:56:43.568 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:56:43.569 | DEBUG    | negociador:_procesar_buzon:877 - 📥 [RECEPCION] Carta de tung tung tung sahur | {'asunto': 'Re: Propuesta: mi 4 oro por tu 2 ladrillos', 'mensaje': 'Hola AmarNoEsDelito, gracias por la propuesta. Sin embargo, actualmente necesito arroz y trigo para alcanzar mi objetivo, y esta oferta no se alinea c'}
2026-02-10 16:56:48.512 | DEBUG    | negociador:_analizar_mensaje:369 - • [DEBUG] IA unificada: {'es_aceptacion': False, 'es_estafa': False, 'ofrecen': {}, 'piden': {'arroz': 1, 'trigo': 1}, 'razon': 'El remitente rechaza la propuesta anterior al indicar que sus necesidades actuales no coinciden con la oferta, pidiendo específicamente arroz y trigo.'}
2026-02-10 16:56:48.513 | DEBUG    | negociador:_procesar_buzon:934 - 🔍 [ANALISIS] Carta de tung tung tung sahur analizada | {'ofrecen': {}, 'piden': {'arroz': 1, 'trigo': 1}, 'aceptar': False, 'razon': 'oferta incompleta (falta ofrecen o piden)'}
2026-02-10 16:56:48.514 | DEBUG    | negociador:_procesar_buzon:1010 - 🧠 [DECISION] RECHAZO oferta de tung tung tung sahur (oferta incompleta (falta ofrecen o piden))
2026-02-10 16:56:48.518 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a tung tung tung sahur | {'asunto': 'Re: Re: Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Gracias por la oferta, tung tung tung sahur, pero por ahora no me conviene ese intercambio. Saludos,…', 'exito': True}
2026-02-10 16:56:48.523 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:56:48.523 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para garibaldi
2026-02-10 16:56:48.524 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para trilobite
2026-02-10 16:56:48.524 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para burrito sabanero
2026-02-10 16:56:48.524 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para LOS ELEGIDOS
2026-02-10 16:56:48.525 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para tung tung tung sahur
2026-02-10 16:56:48.525 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para ardilla feroz
2026-02-10 16:56:48.525 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:56:48.525 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:56:48.526 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:56:48.526 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:56:48.526 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:56:48.527 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:56:48.527 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache gallardo
2026-02-10 16:56:48.527 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (5.0s) — esperando 10s para recibir respuestas
2026-02-10 16:57:28.566 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:57:28.567 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:57:28.567 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:57:28.567 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:57:28.568 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:57:28.568 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:57:28.568 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:57:28.568 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:57:28.568 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:57:28.568 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:57:28.569 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:57:28.569 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:57:28.569 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:57:28.569 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache gallardo', 'ip': '147.96.84.141'} -> mapache gallardo
2026-02-10 16:57:28.569 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:57:28.571 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:57:28.572 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:57:28.576 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a garibaldi | {'asunto': 'Propuesta: mi 3 tela por tu 2 ladrillos', 'cuerpo': 'Hola garibaldi, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 3 tela y tú me das 2 ladri…', 'exito': True}
2026-02-10 16:57:28.578 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con garibaldi: dar={'tela': 3}, pedir={'ladrillos': 2}
2026-02-10 16:57:29.584 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a trilobite | {'asunto': 'Propuesta: mi 2 tela por tu 2 trigo', 'cuerpo': 'Hola trilobite, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 2 tela y tú me das 2 trigo…', 'exito': True}
2026-02-10 16:57:29.586 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con trilobite: dar={'tela': 2}, pedir={'trigo': 2}
2026-02-10 16:57:30.596 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a burrito sabanero | {'asunto': 'Propuesta: mi 1 arroz por tu 2 madera', 'cuerpo': 'Hola burrito sabanero, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 1 arroz y tú me das…', 'exito': True}
2026-02-10 16:57:30.599 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con burrito sabanero: dar={'arroz': 1}, pedir={'madera': 2}
2026-02-10 16:57:31.636 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a LOS ELEGIDOS | {'asunto': 'Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Hola LOS ELEGIDOS, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 4 oro y tú me das 2 lad…', 'exito': True}
2026-02-10 16:57:31.638 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con LOS ELEGIDOS: dar={'oro': 4}, pedir={'ladrillos': 2}
2026-02-10 16:57:32.645 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a tung tung tung sahur | {'asunto': 'Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Hola tung tung tung sahur, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 4 oro y tú me d…', 'exito': True}
2026-02-10 16:57:32.647 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con tung tung tung sahur: dar={'oro': 4}, pedir={'ladrillos': 2}
2026-02-10 16:57:33.655 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a ardilla feroz | {'asunto': 'Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Hola ardilla feroz, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 4 oro y tú me das 2 la…', 'exito': True}
2026-02-10 16:57:33.657 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con ardilla feroz: dar={'oro': 4}, pedir={'ladrillos': 2}
2026-02-10 16:57:34.659 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:57:34.661 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:57:34.663 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:57:34.664 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:57:34.665 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:57:34.666 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:57:34.667 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache gallardo
2026-02-10 16:57:34.667 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (6.1s) — esperando 9s para recibir respuestas
2026-02-10 16:58:13.574 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:58:13.574 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:58:13.574 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:58:13.575 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:58:13.575 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:58:13.575 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:58:13.575 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:58:13.576 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache gallardo', 'ip': '147.96.84.141'} -> mapache gallardo
2026-02-10 16:58:13.577 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:58:13.578 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:58:13.579 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
